Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Parental_Education_Level,Distance_from_Home,study_per_attendance,Exam_Result
18,99,1,1,0,99,1,1,0,0,1,0,0,1,0.18181818181818182,0
24,84,1,1,1,61,1,1,2,1,1,2,0,0,0.2857142857142857,0
17,82,2,2,0,61,1,1,3,1,1,0,2,2,0.2073170731707317,0
25,86,1,1,1,97,0,1,1,2,1,0,0,1,0.29069767441860467,0
12,80,2,1,0,72,1,1,1,2,1,2,0,2,0.15,0
21,61,1,1,0,90,0,1,2,1,0,0,0,2,0.3442622950819672,0
32,84,0,1,1,64,1,1,1,0,2,2,1,2,0.38095238095238093,1
14,89,1,2,1,94,0,1,0,0,1,0,2,2,0.15730337078651685,0
16,77,1,1,1,92,2,1,5,0,2,2,2,2,0.2077922077922078,0
23,90,1,2,1,76,2,1,2,1,0,2,0,2,0.25555555555555554,1
21,69,1,1,1,85,1,1,3,0,0,0,1,0,0.30434782608695654,0
22,69,0,1,0,98,0,1,0,0,1,2,2,1,0.3188405797101449,0
23,66,1,0,1,73,2,1,2,2,1,2,1,2,0.3484848484848485,0
24,75,1,2,1,75,2,1,0,1,2,2,1,0,0.32,0
27,94,1,0,0,86,1,1,2,1,1,0,0,2,0.2872340425531915,1
22,93,1,2,1,69,2,1,0,2,0,1,0,2,0.23655913978494625,0
19,75,2,1,0,98,0,1,1,0,1,0,2,1,0.25333333333333335,0
24,84,0,1,1,52,1,1,0,0,2,0,0,2,0.2857142857142857,0
31,89,1,1,0,70,1,1,2,0,2,2,0,1,0.34831460674157305,1
19,70,1,0,1,86,0,1,2,2,1,0,0,2,0.2714285714285714,0
14,67,1,0,0,71,1,1,0,2,1,0,1,2,0.208955223880597,0
27,99,1,2,0,63,1,1,0,1,2,0,0,2,0.2727272727272727,1
19,85,2,1,0,71,0,1,1,1,2,1,0,0,0.2235294117647059,0
7,99,2,1,1,94,1,1,3,2,2,2,2,1,0.0707070707070707,1
25,74,2,0,1,77,0,1,1,0,1,0,2,1,0.33783783783783783,0
17,88,0,0,0,67,1,0,0,1,2,0,2,2,0.19318181818181818,0
19,69,1,1,1,84,1,1,2,1,1,0,0,2,0.2753623188405797,0
22,70,2,1,1,81,0,1,3,1,1,0,2,1,0.3142857142857143,0
21,80,1,2,1,78,1,1,1,1,2,0,0,2,0.2625,0
24,73,2,1,1,70,1,1,0,2,1,1,2,2,0.3287671232876712,0
17,67,1,2,1,54,1,1,0,0,1,1,0,1,0.2537313432835821,0
23,71,2,0,1,81,1,1,3,1,2,2,0,2,0.323943661971831,0
18,61,2,0,1,71,0,1,3,2,2,0,1,2,0.29508196721311475,0
24,88,1,0,1,71,0,0,1,0,2,0,1,1,0.2727272727272727,0
24,80,0,2,1,62,2,1,3,2,0,0,0,1,0.3,0
14,64,1,2,0,62,0,1,1,1,2,2,0,1,0.21875,0
27,67,2,0,0,89,0,1,1,0,0,2,2,2,0.40298507462686567,0
17,64,2,0,1,74,0,1,2,1,0,2,2,2,0.265625,0
25,85,0,1,0,55,0,1,3,2,1,1,0,1,0.29411764705882354,0
22,64,1,2,0,52,0,1,2,2,1,1,1,1,0.34375,0
31,90,2,2,0,61,0,1,0,0,1,2,0,2,0.34444444444444444,1
19,61,1,1,0,74,0,1,2,2,1,1,2,0,0.3114754098360656,0
18,70,2,1,1,81,0,1,2,0,1,1,0,0,0.2571428571428571,0
20,96,2,2,0,57,0,1,1,0,1,0,0,2,0.20833333333333334,0
18,89,2,1,0,72,0,1,3,1,1,2,1,1,0.20224719101123595,0
25,63,0,1,1,54,1,1,3,1,0,2,0,2,0.3968253968253968,0
10,93,0,1,0,52,1,1,2,1,1,2,2,2,0.10752688172043011,0
14,80,0,1,1,93,1,1,3,0,2,2,0,2,0.175,0
14,94,2,2,1,83,1,1,4,1,0,1,2,2,0.14893617021276595,1
26,84,1,2,1,89,1,1,0,0,2,2,0,0,0.30952380952380953,0
30,87,0,1,0,59,1,1,2,1,1,0,0,1,0.3448275862068966,0
19,69,1,2,1,72,1,0,1,0,1,0,1,2,0.2753623188405797,0
20,85,2,1,1,83,0,1,3,1,1,2,1,2,0.23529411764705882,0
27,78,2,0,1,77,1,1,0,1,0,0,2,2,0.34615384615384615,0
21,61,0,1,0,58,1,1,1,1,0,1,0,2,0.3442622950819672,0
26,65,2,0,0,74,1,1,2,0,1,1,0,2,0.4,0
23,86,1,1,0,91,1,1,0,0,1,1,0,2,0.26744186046511625,0
21,83,1,0,0,75,0,1,1,1,1,1,1,2,0.25301204819277107,0
26,82,0,2,0,60,1,0,3,0,1,0,2,2,0.3170731707317073,0
4,61,0,2,1,71,2,1,0,0,0,2,2,2,0.06557377049180328,0
24,79,0,2,1,88,1,1,0,1,1,0,0,1,0.3037974683544304,0
9,76,1,1,1,79,1,1,1,0,1,0,0,2,0.11842105263157894,0
23,85,0,2,0,98,2,0,2,0,1,1,2,1,0.27058823529411763,0
28,91,1,2,1,69,2,1,1,1,2,0,0,0,0.3076923076923077,1
19,91,2,0,0,52,1,1,2,0,1,1,0,1,0.2087912087912088,0
26,81,0,1,1,82,1,1,0,1,1,1,2,2,0.32098765432098764,0
30,94,1,1,0,52,1,1,1,1,0,0,0,2,0.3191489361702128,1
28,76,1,1,1,60,1,1,1,0,1,0,0,0,0.3684210526315789,0
30,96,2,1,1,52,1,1,0,2,2,2,1,1,0.3125,1
24,70,1,2,0,59,0,1,2,0,2,2,0,2,0.34285714285714286,0
20,71,2,1,0,93,2,1,2,1,2,1,2,2,0.28169014084507044,0
10,62,1,1,0,87,2,1,2,0,2,0,0,2,0.16129032258064516,0
15,77,0,1,1,95,0,1,4,0,1,2,0,1,0.19480519480519481,0
33,69,1,2,1,83,1,1,2,1,0,0,2,2,0.4782608695652174,1
19,69,1,0,0,72,1,1,1,0,0,2,0,0,0.2753623188405797,0
21,96,1,2,1,53,1,1,0,0,2,0,1,2,0.21875,0
23,93,1,0,0,87,1,1,2,1,1,0,0,1,0.24731182795698925,0
20,82,1,2,1,69,0,1,1,1,1,2,1,2,0.24390243902439024,0
30,85,2,0,1,65,2,1,2,0,1,1,0,2,0.35294117647058826,0
16,79,2,1,1,64,1,1,4,0,0,2,1,2,0.20253164556962025,0
21,76,0,1,0,50,0,1,2,0,1,1,2,1,0.27631578947368424,0
16,97,1,1,0,87,1,1,1,2,1,0,0,2,0.16494845360824742,0
12,65,1,1,0,57,1,1,1,2,2,2,0,2,0.18461538461538463,0
16,77,0,2,1,76,0,1,1,0,1,0,2,1,0.2077922077922078,0
20,74,1,1,1,51,2,1,2,1,1,1,1,2,0.2702702702702703,0
17,80,1,1,0,81,1,1,1,1,2,0,1,0,0.2125,0
16,78,1,0,1,68,2,1,3,0,2,2,2,0,0.20512820512820512,0
12,81,2,2,1,82,0,1,1,1,2,2,0,0,0.14814814814814814,0
20,66,0,1,1,54,1,1,2,1,0,2,2,2,0.30303030303030304,0
11,81,0,2,1,63,1,1,3,1,1,0,2,2,0.13580246913580246,0
25,70,1,1,1,56,2,1,0,0,1,2,0,0,0.35714285714285715,0
20,67,2,0,0,82,1,1,3,0,2,0,0,2,0.29850746268656714,0
11,63,2,1,0,55,0,1,3,2,1,2,2,2,0.1746031746031746,0
18,91,0,2,1,81,2,1,4,2,1,0,0,1,0.1978021978021978,1
15,77,1,1,1,57,0,1,1,0,1,0,1,2,0.19480519480519481,0
22,85,1,2,0,97,2,1,0,1,2,1,1,1,0.25882352941176473,0
28,89,1,0,1,71,0,1,2,0,1,0,1,1,0.3146067415730337,0
9,87,1,1,0,56,1,1,1,1,2,2,1,1,0.10344827586206896,0
19,76,1,0,1,66,1,1,2,1,1,2,1,2,0.25,0
24,75,1,0,0,95,2,1,0,1,2,2,1,2,0.32,0
21,86,2,2,0,57,1,1,1,0,1,1,0,2,0.2441860465116279,0
15,80,2,1,1,90,1,1,4,1,2,0,0,2,0.1875,0
18,94,1,1,1,71,1,1,3,2,0,2,1,2,0.19148936170212766,1
26,67,1,2,1,94,1,1,0,1,1,2,1,2,0.3880597014925373,0
20,65,1,2,1,100,1,1,2,0,2,0,0,1,0.3076923076923077,0
31,85,2,1,0,53,1,1,2,0,2,2,0,2,0.36470588235294116,1
20,72,2,1,1,90,2,1,2,1,1,0,0,2,0.2777777777777778,0
16,61,2,1,1,53,0,1,0,2,1,2,0,1,0.26229508196721313,0
11,96,1,2,0,66,2,1,2,0,1,0,0,1,0.11458333333333333,0
9,69,2,1,1,82,2,1,1,2,2,2,0,2,0.13043478260869565,0
10,97,0,2,0,72,2,1,0,0,1,0,2,1,0.10309278350515463,0
22,89,0,1,0,78,0,1,4,2,1,2,0,2,0.24719101123595505,0
23,91,1,0,1,98,2,1,0,0,2,1,0,2,0.25274725274725274,0
11,68,1,1,0,91,0,1,3,0,2,1,1,0,0.16176470588235295,0
25,69,2,0,1,68,1,1,2,2,2,2,1,0,0.36231884057971014,0
17,81,1,2,0,80,2,1,1,0,1,1,2,2,0.20987654320987653,0
21,67,1,2,0,52,1,1,3,0,1,1,0,1,0.31343283582089554,0
30,72,1,0,0,73,1,1,0,2,1,0,0,1,0.4166666666666667,0
25,73,2,1,1,80,1,1,3,2,1,2,0,0,0.3424657534246575,0
18,66,1,2,1,86,1,1,2,1,1,1,1,2,0.2727272727272727,0
15,68,1,1,1,95,1,1,0,2,1,1,1,2,0.22058823529411764,0
7,92,2,1,0,64,2,1,1,0,0,0,2,2,0.07608695652173914,0
16,67,1,1,0,95,0,1,2,1,1,0,0,2,0.23880597014925373,0
19,61,0,2,1,83,0,1,1,1,1,1,0,2,0.3114754098360656,0
14,85,1,1,1,54,0,1,1,2,1,1,2,1,0.16470588235294117,0
19,99,0,2,0,69,0,1,0,2,1,1,0,1,0.1919191919191919,0
20,73,2,2,1,74,0,1,1,0,0,1,0,1,0.273972602739726,0
19,65,1,2,1,68,0,1,1,0,0,0,1,2,0.2923076923076923,0
16,83,2,2,1,56,1,1,3,1,1,1,0,2,0.1927710843373494,0
21,96,1,2,1,78,0,1,2,2,1,2,0,2,0.21875,1
23,91,2,0,0,57,1,1,2,0,1,2,0,2,0.25274725274725274,0
13,85,0,1,0,96,0,1,1,0,2,2,2,0,0.15294117647058825,0
28,73,0,0,1,93,2,1,2,0,2,0,1,2,0.3835616438356164,0
19,82,0,0,0,74,1,1,1,1,2,0,0,1,0.23170731707317074,0
20,64,1,0,1,53,0,1,1,0,1,2,0,2,0.3125,0
24,87,0,1,0,78,2,1,0,0,0,0,2,2,0.27586206896551724,0
21,89,1,0,1,80,1,1,0,1,0,0,2,1,0.23595505617977527,0
26,99,1,1,0,94,2,1,2,1,1,2,0,2,0.26262626262626265,1
22,70,1,2,1,53,1,1,3,1,2,2,0,2,0.3142857142857143,0
16,61,1,2,1,85,1,1,2,1,1,2,0,2,0.26229508196721313,0
22,82,0,2,0,78,1,1,3,1,2,0,0,1,0.2682926829268293,0
13,88,2,1,1,59,1,1,0,0,1,1,0,0,0.14772727272727273,0
21,92,1,1,0,56,1,1,0,0,1,0,0,1,0.22826086956521738,0
20,68,2,1,1,85,1,1,1,1,1,0,1,0,0.29411764705882354,0
19,70,1,1,1,67,1,1,5,1,0,2,2,1,0.2714285714285714,0
19,81,2,1,0,100,1,1,1,0,1,1,2,1,0.2345679012345679,0
9,73,1,0,1,95,1,0,3,0,1,1,2,2,0.1232876712328767,0
17,94,2,1,1,78,1,1,1,0,2,0,1,2,0.18085106382978725,0
21,79,0,2,1,82,1,1,1,2,1,1,0,2,0.26582278481012656,0
21,92,2,2,1,58,1,1,2,2,1,0,0,1,0.22826086956521738,1
14,83,2,1,1,95,0,1,1,0,1,0,0,2,0.1686746987951807,0
28,91,0,1,1,73,1,0,2,1,1,0,0,2,0.3076923076923077,0
15,73,1,1,0,76,2,1,2,0,1,2,0,0,0.2054794520547945,0
26,93,2,0,0,94,1,1,6,2,1,1,0,2,0.27956989247311825,1
23,71,1,2,0,50,1,1,0,2,1,2,0,0,0.323943661971831,0
16,82,0,2,0,75,1,1,0,0,1,1,2,1,0.1951219512195122,0
31,69,1,0,1,81,1,1,2,1,1,1,1,2,0.4492753623188406,0
13,79,0,0,1,58,2,1,2,1,1,2,1,1,0.16455696202531644,0
26,73,2,1,1,53,0,1,3,1,2,0,0,1,0.3561643835616438,0
26,71,0,1,1,77,0,1,0,1,1,0,2,2,0.36619718309859156,0
16,99,0,2,1,77,2,1,0,0,1,0,0,1,0.16161616161616163,0
28,66,1,2,0,67,1,1,1,2,1,2,2,1,0.42424242424242425,0
18,91,1,1,0,94,1,1,3,0,1,0,0,2,0.1978021978021978,0
22,99,2,0,0,65,1,1,3,0,0,0,2,2,0.2222222222222222,1
22,61,0,2,1,76,1,1,1,2,1,2,1,2,0.36065573770491804,0
19,88,0,1,1,59,1,1,2,1,1,0,0,2,0.2159090909090909,0
25,70,1,1,0,51,1,1,1,2,1,1,1,2,0.35714285714285715,0
25,62,2,1,0,71,1,1,0,0,2,2,0,1,0.4032258064516129,0
10,76,1,0,0,76,1,1,1,2,2,1,2,2,0.13157894736842105,1
28,97,1,1,1,88,2,1,2,1,1,0,0,1,0.28865979381443296,1
10,60,1,1,0,72,0,0,3,1,0,2,0,2,0.16666666666666666,0
26,84,1,1,0,64,0,1,2,2,2,0,0,2,0.30952380952380953,0
27,80,1,0,1,80,1,1,0,2,1,0,0,1,0.3375,0
13,95,1,1,1,69,1,1,1,0,0,2,2,1,0.1368421052631579,0
18,63,2,2,0,62,1,1,2,2,1,2,0,2,0.2857142857142857,0
13,87,2,1,1,96,0,1,3,0,0,0,1,2,0.14942528735632185,0
19,87,2,2,0,77,0,1,3,0,1,0,0,1,0.21839080459770116,0
18,87,1,0,1,60,2,1,2,1,1,2,0,2,0.20689655172413793,0
25,98,1,1,1,84,1,1,1,1,2,0,2,2,0.25510204081632654,1
28,93,0,2,1,90,1,1,1,0,1,2,0,2,0.3010752688172043,1
28,62,2,1,1,88,1,1,0,0,2,2,2,1,0.45161290322580644,0
17,79,1,1,1,80,0,1,1,2,2,2,1,2,0.21518987341772153,0
19,76,2,0,0,76,1,1,0,2,2,0,2,2,0.25,0
10,72,1,0,0,89,1,1,3,1,1,1,1,2,0.1388888888888889,0
15,78,2,2,0,85,1,0,1,2,1,1,0,0,0.19230769230769232,0
26,75,1,0,1,79,1,1,2,2,1,1,1,2,0.3466666666666667,0
30,77,1,0,1,83,1,1,1,0,0,2,1,2,0.38961038961038963,0
13,99,1,1,1,58,1,1,1,0,1,0,0,2,0.13131313131313133,0
16,64,2,1,1,51,2,1,4,2,2,0,1,2,0.25,0
20,97,2,2,1,97,0,1,2,1,2,0,0,1,0.20618556701030927,1
15,85,0,1,1,89,2,1,0,1,1,1,1,1,0.17647058823529413,0
23,93,2,0,1,69,0,1,0,1,1,2,2,1,0.24731182795698925,0
17,74,1,1,1,58,0,1,1,2,1,0,1,0,0.22972972972972974,0
20,77,1,0,1,68,1,0,0,1,2,2,1,2,0.2597402597402597,0
23,76,0,1,0,86,0,0,1,0,1,2,1,0,0.3026315789473684,0
20,75,0,1,0,67,2,1,0,1,1,0,0,2,0.26666666666666666,0
17,97,0,2,1,90,0,1,2,1,0,1,0,1,0.17525773195876287,0
19,93,2,2,0,84,1,1,5,0,2,1,0,2,0.20430107526881722,1
19,64,1,1,1,81,2,1,1,1,1,1,0,1,0.296875,0
18,64,0,0,1,97,0,1,2,1,0,0,1,2,0.28125,0
18,77,1,1,1,95,2,1,0,1,2,2,2,1,0.23376623376623376,0
30,64,1,1,0,86,0,1,1,1,1,2,2,0,0.46875,0
23,85,0,2,1,60,2,1,2,1,1,2,1,1,0.27058823529411763,0
18,66,0,2,1,97,1,1,4,1,1,0,0,1,0.2727272727272727,0
24,81,0,1,1,61,0,1,3,1,1,2,2,2,0.2962962962962963,0
18,60,1,1,1,69,1,1,0,1,1,0,2,2,0.3,0
27,73,0,1,0,91,1,1,2,2,1,0,1,0,0.3698630136986301,0
22,87,1,1,0,60,0,1,2,1,2,1,1,1,0.25287356321839083,0
19,79,0,1,0,82,1,1,1,0,1,0,0,2,0.24050632911392406,0
23,99,0,1,0,73,1,1,0,0,1,1,1,2,0.23232323232323232,0
11,95,1,1,0,81,2,1,2,0,0,2,0,2,0.11578947368421053,0
13,74,0,0,1,98,2,1,0,1,1,2,2,2,0.17567567567567569,0
13,62,0,1,1,90,1,0,3,2,2,0,2,2,0.20967741935483872,0
21,94,1,1,1,65,0,1,5,2,2,0,0,2,0.22340425531914893,1
30,96,1,2,1,53,1,0,0,1,1,0,0,2,0.3125,1
33,93,2,2,1,98,0,1,0,1,1,1,0,2,0.3548387096774194,1
24,65,0,2,0,79,0,1,1,1,2,0,2,2,0.36923076923076925,0
23,100,2,0,1,59,1,1,2,1,1,2,0,2,0.23,1
9,70,2,1,0,81,1,1,1,2,2,0,2,2,0.12857142857142856,0
17,89,2,1,1,52,2,1,0,0,1,2,1,0,0.19101123595505617,0
15,96,1,2,1,59,2,1,2,1,2,0,0,2,0.15625,0
16,69,2,1,1,82,1,1,0,0,2,1,0,1,0.2318840579710145,0
19,96,0,0,1,70,2,1,0,0,1,2,0,0,0.19791666666666666,0
17,72,0,1,1,66,1,1,2,2,2,1,1,2,0.2361111111111111,0
8,99,0,2,1,83,2,1,2,1,2,2,2,2,0.08080808080808081,0
24,71,2,2,1,93,0,1,2,1,1,2,1,2,0.3380281690140845,0
14,98,1,1,1,84,0,1,3,2,1,0,0,2,0.14285714285714285,0
21,62,2,2,0,73,1,1,2,2,1,1,1,2,0.3387096774193548,0
32,88,1,0,1,83,0,1,1,0,2,2,2,2,0.36363636363636365,1
14,81,2,1,0,85,0,1,3,1,2,2,2,1,0.1728395061728395,0
5,79,2,2,1,89,0,1,3,1,1,0,1,2,0.06329113924050633,0
18,69,2,1,1,65,1,1,4,1,1,0,0,0,0.2608695652173913,0
27,88,1,0,0,56,2,1,2,0,1,0,2,2,0.3068181818181818,0
32,68,2,2,0,84,1,1,0,1,2,2,2,0,0.47058823529411764,0
13,82,2,1,0,56,2,1,2,0,2,0,2,2,0.15853658536585366,0
23,70,1,2,1,73,2,1,1,0,1,2,2,2,0.32857142857142857,0
17,98,1,0,1,62,0,1,1,1,1,0,1,2,0.17346938775510204,0
19,61,2,1,0,67,1,1,0,0,1,1,1,0,0.3114754098360656,0
36,68,1,1,1,74,2,1,2,1,1,1,0,2,0.5294117647058824,0
11,70,2,2,0,95,2,1,0,0,2,1,1,1,0.15714285714285714,0
22,77,0,1,1,84,1,0,3,2,1,2,0,1,0.2857142857142857,0
23,69,1,1,1,59,1,1,3,2,1,0,2,1,0.3333333333333333,0
27,80,0,0,1,94,2,1,3,2,1,1,0,2,0.3375,0
21,95,1,2,0,75,1,1,1,0,1,0,1,0,0.22105263157894736,0
22,88,1,1,1,60,0,1,1,0,1,0,0,1,0.25,0
18,83,2,0,0,76,1,1,0,1,0,0,0,2,0.21686746987951808,0
22,64,0,1,1,60,1,1,1,2,2,0,0,2,0.34375,0
18,88,2,1,0,68,0,1,0,1,2,0,0,0,0.20454545454545456,0
24,67,2,0,1,90,1,1,0,0,1,0,1,0,0.3582089552238806,0
18,91,1,0,0,83,1,1,2,0,1,0,0,2,0.1978021978021978,0
20,77,1,0,0,61,1,1,2,1,1,0,0,2,0.2597402597402597,0
27,74,1,0,1,64,2,0,1,0,1,0,0,2,0.36486486486486486,0
20,94,0,1,1,99,1,1,0,1,1,1,1,2,0.2127659574468085,0
9,65,1,2,1,67,1,1,1,2,1,0,0,2,0.13846153846153847,0
28,83,2,0,0,81,1,1,0,0,1,0,0,1,0.3373493975903614,0
15,66,0,2,1,75,0,1,0,2,2,1,1,2,0.22727272727272727,0
16,88,1,2,1,51,1,1,0,1,1,2,1,2,0.18181818181818182,0
16,96,2,1,1,97,1,1,0,1,2,0,1,2,0.16666666666666666,1
28,77,2,1,1,54,0,1,1,2,1,2,2,2,0.36363636363636365,0
7,80,2,1,0,83,0,0,3,1,1,0,0,0,0.0875,0
39,97,2,2,1,91,1,1,2,0,1,2,0,1,0.4020618556701031,1
26,81,1,2,1,87,1,1,2,2,2,0,2,2,0.32098765432098764,1
21,80,2,2,1,90,2,1,1,0,0,1,1,0,0.2625,0
20,83,2,1,1,87,0,1,0,2,1,0,0,2,0.24096385542168675,0
22,88,1,1,1,72,1,1,2,0,2,0,0,1,0.25,0
23,64,1,0,1,95,2,1,1,0,1,2,1,0,0.359375,0
24,93,1,1,1,96,1,0,5,2,1,1,2,2,0.25806451612903225,1
23,77,1,1,1,72,1,1,2,2,2,1,1,1,0.2987012987012987,0
21,63,1,0,0,74,1,1,0,0,1,1,0,2,0.3333333333333333,0
19,91,1,0,1,74,0,1,4,1,1,0,2,2,0.2087912087912088,0
19,75,1,0,0,64,2,1,2,0,1,0,0,2,0.25333333333333335,0
19,64,1,1,1,56,0,1,2,0,1,2,2,0,0.296875,0
27,85,0,2,0,63,0,1,1,0,1,1,1,2,0.3176470588235294,0
24,95,2,1,1,92,1,1,2,0,1,0,0,0,0.25263157894736843,1
24,98,0,0,0,93,0,0,2,0,0,2,1,2,0.24489795918367346,0
21,95,1,0,0,87,0,1,2,1,1,0,0,2,0.22105263157894736,0
20,60,1,1,1,67,0,1,1,1,1,0,2,1,0.3333333333333333,0
18,75,0,1,1,59,0,1,0,1,1,2,0,2,0.24,0
27,93,1,1,1,78,0,1,1,0,1,2,2,2,0.2903225806451613,1
26,75,2,2,0,97,1,1,1,0,1,0,0,0,0.3466666666666667,0
15,84,1,1,0,92,0,1,2,1,1,1,0,1,0.17857142857142858,0
22,84,1,1,1,88,1,1,2,0,2,0,2,2,0.2619047619047619,1
14,75,0,0,0,88,1,1,2,0,1,1,1,1,0.18666666666666668,0
12,96,1,0,1,76,1,1,2,1,2,2,0,2,0.125,0
16,80,2,0,0,58,0,1,0,1,1,0,0,2,0.2,0
25,79,1,1,1,64,1,1,0,0,1,0,1,0,0.31645569620253167,0
26,100,2,1,1,79,2,1,1,1,2,2,1,1,0.26,1
23,80,1,0,1,66,2,1,1,2,2,2,1,2,0.2875,0
24,67,2,1,0,89,1,1,2,2,0,2,0,2,0.3582089552238806,0
23,81,2,1,0,69,1,1,5,1,1,1,0,1,0.2839506172839506,0
16,93,2,0,0,56,1,1,2,0,1,2,0,2,0.17204301075268819,0
23,91,2,1,1,89,1,1,3,1,1,1,2,2,0.25274725274725274,1
25,92,1,2,1,85,0,1,1,0,1,1,1,2,0.2717391304347826,1
25,88,2,1,1,63,1,1,2,2,1,2,0,1,0.2840909090909091,1
27,70,1,1,0,99,2,1,2,0,1,0,0,2,0.38571428571428573,0
24,94,2,0,0,70,1,1,1,2,1,0,0,2,0.2553191489361702,0
22,96,0,2,1,84,0,1,1,2,2,1,0,2,0.22916666666666666,1
26,68,1,2,0,96,2,1,1,1,2,0,0,2,0.38235294117647056,0
20,65,2,1,0,58,1,0,3,0,1,0,0,2,0.3076923076923077,0
15,99,0,1,1,94,1,1,2,1,1,0,2,2,0.15151515151515152,1
19,95,1,1,1,85,1,0,2,0,1,1,1,2,0.2,0
16,96,2,1,1,58,1,1,2,2,0,2,2,1,0.16666666666666666,1
16,95,1,0,0,83,0,1,2,0,2,0,0,2,0.16842105263157894,0
19,82,1,1,0,94,1,1,1,1,1,2,0,2,0.23170731707317074,0
15,86,1,0,0,90,1,1,0,1,2,0,2,0,0.1744186046511628,0
18,82,1,1,0,88,1,1,3,0,1,1,1,1,0.21951219512195122,0
9,62,0,2,1,58,0,1,0,1,2,2,1,1,0.14516129032258066,0
21,90,0,1,0,60,1,1,1,0,1,1,1,2,0.23333333333333334,0
20,80,0,0,0,77,0,1,0,1,2,1,0,2,0.25,0
15,86,1,1,0,79,1,1,1,0,1,0,0,1,0.1744186046511628,0
24,80,1,2,1,97,1,1,0,0,2,0,0,1,0.3,0
26,80,2,0,0,73,2,1,1,1,1,0,0,2,0.325,0
10,67,1,1,0,65,1,0,3,1,1,2,0,2,0.14925373134328357,0
15,71,2,2,0,60,1,1,0,0,2,1,0,0,0.2112676056338028,0
15,66,0,1,0,53,1,1,2,1,2,1,1,2,0.22727272727272727,0
14,68,1,1,1,53,2,1,1,1,2,2,1,2,0.20588235294117646,0
25,99,1,0,0,79,0,1,2,0,1,2,1,2,0.25252525252525254,1
19,66,2,2,1,59,1,1,1,1,0,2,2,1,0.2878787878787879,0
18,71,2,2,1,93,1,1,1,0,2,0,1,1,0.2535211267605634,0
8,84,2,2,0,80,1,1,1,2,2,2,0,1,0.09523809523809523,0
24,84,0,2,1,93,2,1,2,0,1,0,0,2,0.2857142857142857,0
13,66,2,1,1,71,1,1,3,1,1,0,0,2,0.19696969696969696,0
20,92,1,2,0,80,2,1,0,1,1,0,1,2,0.21739130434782608,1
22,91,2,1,1,76,0,1,2,1,1,0,1,1,0.24175824175824176,1
28,69,1,2,0,99,0,1,0,2,1,1,0,1,0.4057971014492754,0
12,72,1,0,1,90,1,1,0,2,1,2,2,0,0.16666666666666666,0
2,98,0,2,1,80,2,1,2,0,2,0,0,2,0.02040816326530612,0
21,93,1,0,1,80,1,1,3,2,1,0,0,1,0.22580645161290322,0
31,88,1,0,0,62,1,1,2,0,1,2,0,2,0.3522727272727273,0
27,63,0,1,1,87,1,1,3,0,2,2,0,2,0.42857142857142855,0
21,77,0,1,0,99,2,1,3,1,2,0,2,2,0.2727272727272727,0
17,82,2,0,0,56,0,1,3,2,1,2,0,2,0.2073170731707317,0
25,67,1,2,0,82,1,1,1,1,1,2,2,0,0.373134328358209,0
14,78,2,1,1,76,1,1,0,2,1,1,1,2,0.1794871794871795,0
23,84,2,2,1,93,1,1,1,2,1,2,2,0,0.27380952380952384,1
23,73,2,2,0,50,1,1,1,1,1,2,1,2,0.3150684931506849,0
26,91,2,1,1,57,0,1,3,1,1,1,1,2,0.2857142857142857,1
37,94,2,1,1,52,2,1,1,0,1,2,2,2,0.39361702127659576,1
22,73,1,0,1,58,1,1,4,0,1,2,1,2,0.3013698630136986,0
17,94,0,1,0,85,1,1,1,1,0,2,0,2,0.18085106382978725,0
20,64,1,1,1,57,1,1,3,0,2,0,1,2,0.3125,0
9,94,1,1,1,81,0,1,0,0,2,2,0,2,0.09574468085106383,0
16,66,0,1,0,93,1,1,7,0,1,1,0,0,0.24242424242424243,0
18,63,1,0,0,52,1,1,2,2,2,2,2,1,0.2857142857142857,0
17,86,1,1,1,51,1,1,2,0,1,0,2,1,0.19767441860465115,0
21,79,2,0,1,99,1,1,2,0,2,2,0,2,0.26582278481012656,0
15,96,1,2,1,84,2,1,3,1,0,2,2,2,0.15625,1
27,75,1,0,1,57,1,1,3,2,0,1,0,2,0.36,0
20,71,1,1,1,65,1,0,2,1,1,1,0,1,0.28169014084507044,0
18,78,2,2,1,61,0,1,1,0,1,2,0,2,0.23076923076923078,0
21,74,0,1,1,88,1,1,1,1,2,0,1,2,0.28378378378378377,0
25,88,1,0,1,62,0,1,2,0,1,0,0,2,0.2840909090909091,0
15,90,1,1,0,70,1,1,0,1,1,0,0,1,0.16666666666666666,0
16,94,1,2,1,94,2,1,2,0,2,1,0,2,0.1702127659574468,1
18,99,1,2,1,51,1,1,1,1,0,0,2,2,0.18181818181818182,1
12,71,1,1,1,65,1,1,1,1,2,0,0,1,0.16901408450704225,0
15,89,1,2,1,74,0,1,2,1,2,2,1,2,0.16853932584269662,0
17,76,1,0,0,81,0,1,4,2,1,0,0,2,0.2236842105263158,0
25,87,2,0,0,51,0,1,3,1,1,0,2,2,0.28735632183908044,0
21,100,1,1,0,67,1,1,0,2,1,2,0,0,0.21,0
25,89,1,2,0,51,0,1,2,1,2,1,2,1,0.2808988764044944,0
